rfp_id,full_spec,level1_spec,level2_spec,level3_spec
RFP_6071,Fire Survival 440V 1C 120 sqmm Cu Mineral (MI) armoured cable as per BS 6387,Fire Survival 440V Cu Mineral (MI) armoured cable,Fire Survival Mineral (MI) armoured cable,Mineral (MI) armoured cable
RFP_6072,LSZH 132kV 1C 185 sqmm Cu XLPE armoured cable as per IEC 60840,LSZH 1C XLPE armoured cable,1C XLPE cable,XLPE cable
RFP_6073,FR 110kV 1C 240 sqmm Cu XLPE armoured cable as per IEC 60840,110kV 240 sqmm XLPE cable as per IEC 60840,110kV 240 sqmm cable,240 sqmm cable
RFP_6074,LSZH 1.1kV 6C 1 sqmm Cu PVC armoured cable as per BS 5308-1,LSZH 6C PVC cable as per BS 5308-1,6C PVC cable,6C cable
RFP_6075,Fire Survival 440V 4C 16 sqmm Cu XLPE armoured cable as per BS 6387,Cu XLPE armoured cable as per BS 6387,Cu XLPE cable,Cu cable
RFP_6076,FR 500V 1C 50 sqmm Cu PVC armoured cable as per IS 694,500V 50 sqmm Cu armoured cable,50 sqmm Cu cable,Cu cable
RFP_6077,FRLS 440V 1C 400 sqmm Al PVC armoured cable as per IS 694,FRLS 400 sqmm Al armoured cable,400 sqmm Al cable,400 sqmm cable
RFP_6078,FR 1.1kV 8C 2.5 sqmm Cu XLPE armoured cable as per BS 5308,1.1kV Cu XLPE armoured cable,Cu armoured cable,Cu cable
RFP_6079,6.6kV 1C 70 sqmm Cu XLPE armoured cable as per IEC 60502-1,6.6kV 70 sqmm Cu XLPE cable,70 sqmm XLPE cable,70 sqmm cable
RFP_6080,Fire Survival 440V 3C 50 sqmm Cu XLPE armoured cable as per BS 6387,Fire Survival 3C Cu cable as per BS 6387,Fire Survival Cu cable,Fire Survival cable
RFP_6081,FR 500V 16C 0.75 sqmm Cu PVC armoured cable as per BS 5308-1,16C 0.75 sqmm armoured cable as per BS 5308-1,16C armoured cable,16C cable
RFP_6082,FR 220kV 1C 1000 sqmm Cu XLPE armoured cable as per IEC 62067,220kV 1000 sqmm Cu XLPE cable,220kV XLPE cable,220kV cable
RFP_6083,FR 1.1kV 5C 1 sqmm Cu PVC armoured cable as per IS 9968,FR 1.1kV 1 sqmm armoured cable,FR armoured cable,armoured cable
RFP_6084,FR 11kV 1C 70 sqmm Cu XLPE armoured cable as per IS 7098-1,FR 11kV Cu cable as per IS 7098-1,Cu cable as per IS 7098-1,Cu cable
RFP_6085,FRLS 1.1kV 3.5C 1.5 sqmm Al EPR armoured cable as per IS 1554,FRLS 1.1kV 3. 1.5 sqmm cable as per IS 1554,1.1kV 3. cable as per IS 1554,3. cable as per IS 1554
RFP_6086,110kV 1C 300 sqmm Cu XLPE armoured cable as per IEC 60840,1C 300 sqmm armoured cable as per IEC 60840,300 sqmm armoured cable,300 sqmm cable
RFP_6087,22kV 1C 150 sqmm Cu XLPE armoured cable as per IS 7098-2,22kV Cu armoured cable as per IS 7098-2,armoured cable as per IS 7098-2,armoured cable
RFP_6088,ZH 500V 4C 4 sqmm Cu XLPE armoured cable as per IEC 60502-1,4C 4 sqmm Cu XLPE cable,4 sqmm Cu cable,4 sqmm cable
RFP_6089,Fire Survival 1.1kV 1C 2.5 sqmm Cu XLPE armoured cable as per BS 6387,Fire Survival 1C 2.5 sqmm armoured cable,2.5 sqmm armoured cable,armoured cable
RFP_6090,FR 440V 7C 1.5 sqmm Cu XLPE armoured cable as per IS 1554,1.5 sqmm Cu armoured cable as per IS 1554,Cu cable as per IS 1554,cable as per IS 1554
RFP_6091,FRLS 33kV 3C 120 sqmm Al XLPE armoured cable as per IEC 60502-2,33kV 3C Al XLPE cable,33kV 3C cable,3C cable
RFP_6092,FRLS 1.1kV 7C 4 sqmm Cu XLPE armoured cable as per BS 5308,1.1kV 7C Cu cable as per BS 5308,1.1kV Cu cable,1.1kV cable
RFP_6093,440V 24C 2.5 sqmm Cu XLPE armoured cable as per IS 1554,24C Cu armoured cable as per IS 1554,armoured cable as per IS 1554,armoured cable
RFP_6094,LSZH 440V 1C 95 sqmm Cu PVC armoured cable as per IS 1554,440V Cu armoured cable as per IS 1554,440V cable as per IS 1554,440V cable
RFP_6095,FRLS 1.1kV 2C 1 sqmm Cu PVC armoured cable as per BS 5308,FRLS 1.1kV 2C armoured cable,FRLS armoured cable,armoured cable
RFP_6096,440V 24C 1 sqmm Cu PVC armoured cable as per IS 1554,440V PVC armoured cable as per IS 1554,440V armoured cable,440V cable
RFP_6097,Fire Survival 440V 4C 10 sqmm Cu Mineral (MI) armoured cable as per BS 6387,440V 4C 10 sqmm Mineral (MI) cable as per BS 6387,4C Mineral (MI) cable as per BS 6387,4C Mineral (MI) cable
RFP_6098,LSZH 1.1kV 1C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,LSZH 1.1kV 1C Cu cable,1C Cu cable,Cu cable
RFP_6099,1.1kV 1C 1 sqmm Cu XLPE armoured cable as per BS 5308-1,1.1kV 1 sqmm Cu cable as per BS 5308-1,1 sqmm cable as per BS 5308-1,cable as per BS 5308-1
RFP_6100,Fire Survival 440V 2C 50 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,440V 50 sqmm Mineral (MI) armoured cable as per IEC 60331,440V 50 sqmm Mineral (MI) cable,50 sqmm Mineral (MI) cable
RFP_6101,FRLS 6.6kV 3C 300 sqmm Al XLPE armoured cable as per IEC 60502-1,FRLS 3C Al cable as per IEC 60502-1,3C cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_6102,300V 12C 0.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,300V 0.5 sqmm Cu XLPE cable,Cu XLPE cable,Cu cable
RFP_6103,FR 22kV 1C 50 sqmm Al XLPE armoured cable as per IEC 60502-2,1C 50 sqmm Al armoured cable,50 sqmm armoured cable,50 sqmm cable
RFP_6104,FR 500V 3.5C 150 sqmm Al XLPE armoured cable as per IS 694,FR 3.5C XLPE armoured cable,FR 3. armoured cable,FR 3. cable
RFP_6105,ZH 3.3kV 1C 70 sqmm Al XLPE armoured cable as per IEC 60502-1,ZH 3.3kV 70 sqmm cable as per IEC 60502-1,ZH 70 sqmm cable,ZH cable
RFP_6106,FR 3.3kV 3C 70 sqmm Cu EPR armoured cable as per IS 7098-1,FR 3.3kV 3C EPR cable,FR 3.3kV cable,FR cable
RFP_6107,Fire Survival 1.1kV 4C 120 sqmm Cu Mineral (MI) armoured cable as per BS 6387,1.1kV 4C Cu Mineral (MI) cable as per BS 6387,4C Mineral (MI) cable as per BS 6387,Mineral (MI) cable as per BS 6387
RFP_6108,FR 300V 24C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1,FR 24C Cu cable as per BS 5308-1,Cu cable as per BS 5308-1,cable as per BS 5308-1
RFP_6109,FRLS 440V 1C 2.5 sqmm Cu XLPE armoured cable as per IS 694,2.5 sqmm Cu XLPE armoured cable,2.5 sqmm armoured cable,2.5 sqmm cable
RFP_6110,FRLS 1.1kV 1C 4 sqmm Cu PVC armoured cable as per BS 5467,1.1kV 4 sqmm PVC armoured cable,4 sqmm armoured cable,4 sqmm cable
RFP_6111,FRLS 300V 8C 1 sqmm Cu XLPE armoured cable as per BS 5308-1,FRLS 8C Cu armoured cable,FRLS Cu cable,FRLS cable
RFP_6112,FR 6.6kV 3C 95 sqmm Cu EPR armoured cable as per IEC 60502-1,FR 6.6kV 95 sqmm cable as per IEC 60502-1,6.6kV 95 sqmm cable,6.6kV cable
RFP_6113,LSZH 440V 19C 2.5 sqmm Cu PVC armoured cable as per IS 1554,LSZH 440V Cu cable as per IS 1554,LSZH 440V cable,440V cable
RFP_6114,FR 500V 6C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1,6C Cu armoured cable as per IEC 60502-1,Cu armoured cable,armoured cable
RFP_6115,LSZH 6.6kV 1C 150 sqmm Cu XLPE armoured cable as per IEC 60502-1,LSZH 150 sqmm XLPE cable as per IEC 60502-1,LSZH XLPE cable,LSZH cable
RFP_6116,66kV 1C 1000 sqmm Cu XLPE armoured cable as per IS 7098-3,Cu XLPE armoured cable as per IS 7098-3,Cu cable as per IS 7098-3,Cu cable
RFP_6117,FRLS 1.1kV 24C 1.5 sqmm Cu XLPE armoured cable as per IS 1554,FRLS 24C Cu cable as per IS 1554,24C Cu cable,24C cable
RFP_6118,1.1kV 14C 6 sqmm Cu PVC armoured cable as per BS 5308,1.1kV 6 sqmm Cu PVC cable,6 sqmm Cu cable,6 sqmm cable
RFP_6119,FR 500V 12C 1.5 sqmm Cu PVC armoured cable as per BS 5308-1,500V Cu armoured cable as per BS 5308-1,500V Cu cable,Cu cable
RFP_6120,1.1kV 3C 16 sqmm Cu XLPE armoured cable as per IEC 60502-1,1.1kV 3C Cu cable as per IEC 60502-1,1.1kV 3C cable,1.1kV cable
RFP_6121,FRLS 500V 6C 0.75 sqmm Cu XLPE armoured cable as per IEC 60502-1,FRLS 6C XLPE armoured cable,6C XLPE cable,6C cable
RFP_6122,FRLS 3.3kV 1C 185 sqmm Cu XLPE armoured cable as per IEC 60502-1,FRLS 3.3kV 185 sqmm armoured cable,3.3kV armoured cable,armoured cable
RFP_6123,ZH 33kV 3C 240 sqmm Cu XLPE armoured cable as per IEC 60502-2,ZH 33kV 3C XLPE cable,ZH 33kV cable,33kV cable
RFP_6124,FR 1.1kV 8C 0.5 sqmm Cu XLPE armoured cable as per BS 5308-1,FR 8C Cu armoured cable,FR 8C cable,8C cable
RFP_6125,LSZH 500V 30C 1 sqmm Cu XLPE armoured cable as per IEC 60502-1,LSZH 30C armoured cable as per IEC 60502-1,LSZH cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_6126,Fire Survival 440V 1C 6 sqmm Cu XLPE armoured cable as per BS 6387,440V 1C 6 sqmm Cu cable,440V 1C cable,440V cable
RFP_6127,FRLS 1.1kV 10C 6 sqmm Cu XLPE armoured cable as per IEC 60502-1,FRLS 6 sqmm Cu armoured cable,FRLS 6 sqmm cable,6 sqmm cable
RFP_6128,500V 2C 1 sqmm Cu XLPE armoured cable as per BS 5308-1,500V 1 sqmm XLPE cable as per BS 5308-1,500V XLPE cable,XLPE cable
RFP_6129,FR 22kV 1C 120 sqmm Al XLPE armoured cable as per IS 7098-2,FR 22kV XLPE armoured cable,FR armoured cable,armoured cable
RFP_6130,LSZH 440V 1C 25 sqmm Cu XLPE armoured cable as per IS 9968,LSZH 25 sqmm XLPE cable as per IS 9968,25 sqmm cable as per IS 9968,25 sqmm cable
RFP_6131,FRLS 110kV 1C 400 sqmm Al XLPE armoured cable as per IEC 60840,FRLS 110kV Al armoured cable,110kV armoured cable,110kV cable
RFP_6132,Fire Survival 1.1kV 1C 70 sqmm Cu XLPE armoured cable as per BS 6387,Fire Survival 1.1kV 70 sqmm XLPE cable,1.1kV XLPE cable,1.1kV cable
RFP_6133,FRLS 33kV 3C 50 sqmm Cu XLPE armoured cable as per IS 7098-2,FRLS 3C 50 sqmm armoured cable,FRLS armoured cable,FRLS cable
RFP_6134,1.1kV 1C 2.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,1C 2.5 sqmm Cu armoured cable,2.5 sqmm Cu cable,2.5 sqmm cable
RFP_6135,440V 4C 50 sqmm Cu PVC armoured cable as per IEC 60245,4C Cu PVC cable as per IEC 60245,PVC cable as per IEC 60245,cable as per IEC 60245
RFP_6136,LSZH 33kV 3C 185 sqmm Cu XLPE armoured cable as per IS 7098-2,LSZH 33kV XLPE armoured cable,LSZH armoured cable,LSZH cable
RFP_6137,FR 500V 16C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1,FR 500V XLPE armoured cable,FR 500V cable,500V cable
RFP_6138,FR 500V 3C 25 sqmm Cu PVC armoured cable as per IS 694,FR 500V PVC armoured cable,FR PVC cable,PVC cable
RFP_6139,FR 1.1kV 8C 4 sqmm Cu XLPE armoured cable as per IEC 60502-1,FR 1.1kV XLPE armoured cable,FR XLPE cable,XLPE cable
RFP_6140,ZH 132kV 1C 500 sqmm Cu XLPE armoured cable as per IEC 60840,ZH 132kV 1C armoured cable,ZH 1C cable,ZH cable
RFP_6141,1.1kV 5C 1 sqmm Cu XLPE armoured cable as per IEC 60502-1,5C 1 sqmm XLPE armoured cable,XLPE armoured cable,XLPE cable
RFP_6142,11kV 1C 300 sqmm Al XLPE armoured cable as per IEC 60502-1,11kV 300 sqmm Al cable as per IEC 60502-1,300 sqmm Al cable,Al cable
RFP_6143,LSZH 500V 5C 2.5 sqmm Cu PVC armoured cable as per IS 1554,500V Cu armoured cable as per IS 1554,armoured cable as per IS 1554,armoured cable
RFP_6144,FRLS 440V 2C 6 sqmm Cu PVC armoured cable as per IEC 60245,FRLS 6 sqmm armoured cable as per IEC 60245,FRLS 6 sqmm cable,6 sqmm cable
RFP_6145,300V 2C 1.5 sqmm Cu XLPE armoured cable as per BS 5308-1,300V 2C Cu cable as per BS 5308-1,2C Cu cable,2C cable
RFP_6146,LSZH 500V 4C 50 sqmm Cu PVC armoured cable as per IEC 60245,4C 50 sqmm PVC armoured cable,4C PVC cable,4C cable
RFP_6147,LSZH 440V 14C 1 sqmm Cu PVC armoured cable as per IS 694,14C 1 sqmm Cu PVC cable,Cu PVC cable,PVC cable
RFP_6148,FRLS 110kV 1C 500 sqmm Cu XLPE armoured cable as per IEC 60840,110kV 1C 500 sqmm Cu cable,110kV 1C cable,1C cable
RFP_6149,FR 1.1kV 24C 1.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,24C 1.5 sqmm Cu armoured cable,1.5 sqmm armoured cable,armoured cable
RFP_6150,FRLS 132kV 1C 400 sqmm Al XLPE armoured cable as per IEC 60840,FRLS 400 sqmm Al XLPE cable,FRLS Al cable,Al cable
RFP_6151,Fire Survival 440V 4C 50 sqmm Cu Mineral (MI) armoured cable as per BS 6387,440V 4C 50 sqmm Mineral (MI) cable as per BS 6387,440V 4C Mineral (MI) cable,440V Mineral (MI) cable
RFP_6152,ZH 33kV 1C 240 sqmm Cu XLPE armoured cable as per IEC 60502-2,ZH 1C XLPE cable as per IEC 60502-2,ZH 1C cable,1C cable
RFP_6153,500V 2C 4 sqmm Cu XLPE armoured cable as per IEC 60502-1,2C XLPE armoured cable as per IEC 60502-1,2C armoured cable,armoured cable
RFP_6154,300V 2C 0.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,2C 0.5 sqmm Cu armoured cable,2C armoured cable,armoured cable
RFP_6155,LSZH 500V 1C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1,LSZH 1C PVC armoured cable,1C PVC cable,1C cable
RFP_6156,LSZH 500V 12C 1 sqmm Cu XLPE armoured cable as per BS 5308-1,LSZH 500V Cu XLPE cable,LSZH Cu cable,LSZH cable
RFP_6157,FR 300V 4C 0.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,FR 4C Cu cable as per IEC 60502-1,FR 4C cable,FR cable
RFP_6158,FR 1.1kV 2C 35 sqmm Cu XLPE armoured cable as per IEC 60502-1,FR 35 sqmm Cu armoured cable,35 sqmm Cu cable,Cu cable
RFP_6159,FRLS 220kV 1C 500 sqmm Al XLPE armoured cable as per IEC 62067,FRLS 220kV Al armoured cable,220kV Al cable,Al cable
RFP_6160,FR 300V 2C 1.5 sqmm Cu PVC armoured cable as per BS 5308-1,300V PVC armoured cable as per BS 5308-1,armoured cable as per BS 5308-1,armoured cable
RFP_6161,33kV 1C 150 sqmm Cu XLPE armoured cable as per IEC 60502-2,33kV 150 sqmm XLPE armoured cable,150 sqmm XLPE cable,XLPE cable
RFP_6162,FRLS 400kV 1C 500 sqmm Cu XLPE armoured cable as per IEC 62067,400kV 1C Cu armoured cable,Cu armoured cable,Cu cable
RFP_6163,1.1kV 12C 1.5 sqmm Cu PVC armoured cable as per BS 5308,1.1kV 12C 1.5 sqmm cable as per BS 5308,1.1kV 1.5 sqmm cable,1.1kV cable
RFP_6164,FRLS 300V 16C 1 sqmm Cu XLPE armoured cable as per BS 5308-1,FRLS 1 sqmm XLPE cable as per BS 5308-1,FRLS cable as per BS 5308-1,FRLS cable
RFP_6165,66kV 1C 630 sqmm Cu XLPE armoured cable as per IS 7098-3,66kV Cu XLPE cable as per IS 7098-3,Cu cable as per IS 7098-3,cable as per IS 7098-3
RFP_6166,FRLS 440V 3C 1000 sqmm Al PVC armoured cable as per IS 1554,440V 1000 sqmm Al PVC cable,440V PVC cable,PVC cable
RFP_6167,ZH 66kV 1C 630 sqmm Cu XLPE armoured cable as per IEC 60840,66kV 1C armoured cable as per IEC 60840,66kV cable as per IEC 60840,cable as per IEC 60840
RFP_6168,FR 300V 10C 0.75 sqmm Cu PVC armoured cable as per BS 5308-1,300V 0.75 sqmm armoured cable as per BS 5308-1,300V armoured cable,300V cable
RFP_6169,11kV 3C 120 sqmm Al XLPE armoured cable as per IEC 60502-1,11kV 120 sqmm Al armoured cable,11kV 120 sqmm cable,11kV cable
RFP_6170,FRLS 1.1kV 2C 10 sqmm Cu EPR armoured cable as per BS 5467,2C 10 sqmm Cu cable as per BS 5467,2C Cu cable,Cu cable
RFP_6171,300V 6C 1 sqmm Cu PVC armoured cable as per BS 5308-1,300V 6C Cu PVC cable,300V 6C cable,300V cable
RFP_6172,440V 30C 6 sqmm Cu XLPE armoured cable as per IS 694,30C 6 sqmm XLPE cable as per IS 694,6 sqmm XLPE cable,6 sqmm cable
RFP_6173,FR 1.1kV 2C 630 sqmm Al XLPE armoured cable as per IEC 60502-1,FR 630 sqmm Al cable as per IEC 60502-1,FR cable as per IEC 60502-1,FR cable
RFP_6174,ZH 11kV 3C 400 sqmm Cu XLPE armoured cable as per IEC 60502-1,11kV XLPE armoured cable as per IEC 60502-1,XLPE cable as per IEC 60502-1,XLPE cable
RFP_6175,6.6kV 3C 120 sqmm Al EPR armoured cable as per IEC 60502-1,6.6kV Al armoured cable as per IEC 60502-1,Al armoured cable,armoured cable
RFP_6176,FR 22kV 1C 50 sqmm Cu XLPE armoured cable as per IEC 60502-2,FR 22kV Cu XLPE cable,FR XLPE cable,XLPE cable
RFP_6177,300V 16C 0.5 sqmm Cu PVC armoured cable as per BS 5308-1,0.5 sqmm PVC armoured cable as per BS 5308-1,0.5 sqmm PVC cable,0.5 sqmm cable
RFP_6178,FRLS 440V 19C 1 sqmm Cu PVC armoured cable as per IS 694,440V 19C PVC cable as per IS 694,19C PVC cable,PVC cable
RFP_6179,FRLS 220kV 1C 300 sqmm Al XLPE armoured cable as per IEC 62067,FRLS 1C armoured cable as per IEC 62067,FRLS 1C cable,1C cable
RFP_6180,FR 1.1kV 16C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1,FR 16C 1.5 sqmm Cu cable,16C 1.5 sqmm cable,16C cable
RFP_6181,LSZH 440V 10C 6 sqmm Cu XLPE armoured cable as per IS 694,LSZH 10C Cu cable as per IS 694,Cu cable as per IS 694,cable as per IS 694
RFP_6182,LSZH 600V 3C 16 sqmm Al XLPE armoured cable as per IS 694,LSZH 600V 3C Al cable,LSZH 600V cable,LSZH cable
RFP_6183,FR 500V 16C 2.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,FR 16C 2.5 sqmm cable as per IEC 60502-1,16C cable as per IEC 60502-1,16C cable
RFP_6184,440V 2C 500 sqmm Cu XLPE armoured cable as per IS 1554,2C 500 sqmm Cu cable as per IS 1554,500 sqmm cable as per IS 1554,500 sqmm cable
RFP_6185,FRLS 600V 2C 1000 sqmm Al PVC armoured cable as per IS 694,FRLS 2C 1000 sqmm cable as per IS 694,1000 sqmm cable as per IS 694,cable as per IS 694
RFP_6186,FRLS 440V 10C 6 sqmm Cu PVC armoured cable as per IS 1554,FRLS 440V 10C Cu cable,FRLS 440V cable,FRLS cable
RFP_6187,FR 1.1kV 24C 2.5 sqmm Cu XLPE armoured cable as per BS 5308-1,FR 1.1kV Cu cable as per BS 5308-1,1.1kV Cu cable,Cu cable
RFP_6188,FR 440V 3C 2.5 sqmm Cu XLPE armoured cable as per IS 694,440V 2.5 sqmm XLPE cable as per IS 694,2.5 sqmm XLPE cable,XLPE cable
RFP_6189,Fire Survival 440V 2C 95 sqmm Cu XLPE armoured cable as per BS 6387,Fire Survival 440V Cu XLPE cable,440V XLPE cable,XLPE cable
RFP_6190,FR 110kV 1C 400 sqmm Cu XLPE armoured cable as per IEC 60840,1C Cu armoured cable as per IEC 60840,Cu armoured cable,armoured cable
RFP_6191,FRLS 300V 4C 1 sqmm Cu XLPE armoured cable as per BS 5308-1,4C 1 sqmm Cu cable as per BS 5308-1,1 sqmm cable as per BS 5308-1,1 sqmm cable
RFP_6192,500V 16C 1.5 sqmm Cu PVC armoured cable as per BS 5308-1,500V 16C Cu cable as per BS 5308-1,500V cable as per BS 5308-1,cable as per BS 5308-1
RFP_6193,ZH 500V 3C 10 sqmm Al PVC armoured cable as per IS 694,ZH 10 sqmm PVC armoured cable,10 sqmm armoured cable,armoured cable
RFP_6194,1.1kV 24C 1 sqmm Cu XLPE armoured cable as per IS 1554,1.1kV 1 sqmm armoured cable as per IS 1554,armoured cable as per IS 1554,cable as per IS 1554
RFP_6195,ZH 400kV 1C 300 sqmm Al XLPE armoured cable as per IEC 62067,ZH XLPE armoured cable as per IEC 62067,ZH cable as per IEC 62067,cable as per IEC 62067
RFP_6196,FR 22kV 3C 300 sqmm Al XLPE armoured cable as per IS 7098-2,3C 300 sqmm armoured cable as per IS 7098-2,300 sqmm armoured cable,300 sqmm cable
RFP_6197,500V 2C 1 sqmm Cu XLPE armoured cable as per IS 1554,500V Cu XLPE cable as per IS 1554,Cu XLPE cable,Cu cable
RFP_6198,ZH 500V 3C 2.5 sqmm Cu PVC armoured cable as per IEC 60245,ZH 500V armoured cable as per IEC 60245,armoured cable as per IEC 60245,cable as per IEC 60245
RFP_6199,FRLS 33kV 3C 400 sqmm Cu XLPE armoured cable as per IS 7098-2,FRLS XLPE armoured cable as per IS 7098-2,FRLS armoured cable,FRLS cable
RFP_6200,FRLS 500V 27C 6 sqmm Cu PVC armoured cable as per IS 1554,500V 6 sqmm PVC armoured cable,500V 6 sqmm cable,6 sqmm cable
RFP_6201,FRLS 22kV 1C 240 sqmm Al XLPE armoured cable as per IEC 60502-2,FRLS 22kV 1C Al cable,FRLS 22kV cable,22kV cable
RFP_6202,Fire Survival 440V 1C 120 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,440V 1C 120 sqmm Mineral (MI) cable as per IEC 60331,440V 120 sqmm Mineral (MI) cable,440V Mineral (MI) cable
RFP_6203,LSZH 1.1kV 1C 1 sqmm Cu XLPE armoured cable as per IEC 60502-1,1 sqmm Cu armoured cable as per IEC 60502-1,Cu cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_6204,FR 500V 6C 1 sqmm Cu PVC armoured cable as per IS 1554,6C 1 sqmm Cu PVC cable,1 sqmm PVC cable,PVC cable
RFP_6205,FRLS 110kV 1C 1000 sqmm Cu XLPE armoured cable as per IEC 60840,110kV 1C Cu cable as per IEC 60840,1C Cu cable,1C cable
RFP_6206,1.1kV 19C 2.5 sqmm Cu XLPE armoured cable as per IS 1554,19C Cu XLPE cable as per IS 1554,XLPE cable as per IS 1554,XLPE cable
RFP_6207,LSZH 500V 4C 4 sqmm Cu PVC armoured cable as per IS 1554,LSZH 500V 4C PVC cable,LSZH PVC cable,LSZH cable
RFP_6208,FR 1.1kV 6C 2.5 sqmm Cu XLPE armoured cable as per BS 5308-1,FR 6C Cu XLPE cable,FR XLPE cable,XLPE cable
RFP_6209,LSZH 440V 2C 2.5 sqmm Cu PVC armoured cable as per IS 694,LSZH 2C Cu armoured cable,LSZH armoured cable,armoured cable
RFP_6210,LSZH 440V 19C 2.5 sqmm Cu PVC armoured cable as per IS 694,440V Cu armoured cable as per IS 694,Cu armoured cable,Cu cable
RFP_6211,440V 3C 16 sqmm Cu PVC armoured cable as per IEC 60245,3C Cu PVC cable as per IEC 60245,Cu cable as per IEC 60245,Cu cable
RFP_6212,Fire Survival 1.1kV 4C 4 sqmm Cu Mineral (MI) armoured cable as per BS 6387,4C 4 sqmm Cu Mineral (MI) cable as per BS 6387,4C Cu Mineral (MI) cable,Cu Mineral (MI) cable
RFP_6213,440V 24C 6 sqmm Cu PVC armoured cable as per IS 694,Cu PVC armoured cable as per IS 694,PVC cable as per IS 694,cable as per IS 694
RFP_6214,Fire Survival 1.1kV 3C 10 sqmm Cu XLPE armoured cable as per BS 6387,1.1kV 10 sqmm armoured cable as per BS 6387,1.1kV 10 sqmm cable,10 sqmm cable
RFP_6215,33kV 3C 300 sqmm Cu XLPE armoured cable as per IEC 60502-2,300 sqmm Cu armoured cable as per IEC 60502-2,300 sqmm armoured cable,300 sqmm cable
RFP_6216,FR 500V 5C 4 sqmm Cu XLPE armoured cable as per IS 1554,FR 5C Cu XLPE cable,FR Cu cable,Cu cable
RFP_6217,LSZH 1.1kV 10C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1,1.1kV 2.5 sqmm PVC armoured cable,1.1kV 2.5 sqmm cable,1.1kV cable
RFP_6218,ZH 22kV 3C 95 sqmm Al XLPE armoured cable as per IEC 60502-2,ZH 95 sqmm Al armoured cable,95 sqmm armoured cable,95 sqmm cable
RFP_6219,FR 1.1kV 20C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1,FR 1.1kV 0.75 sqmm PVC cable,1.1kV PVC cable,PVC cable
RFP_6220,ZH 1.1kV 1C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1,1.1kV 1.5 sqmm Cu armoured cable,Cu armoured cable,armoured cable
RFP_6221,FR 440V 5C 2.5 sqmm Cu PVC armoured cable as per IS 694,440V 2.5 sqmm armoured cable as per IS 694,440V 2.5 sqmm cable,440V cable
RFP_6222,ZH 400kV 1C 300 sqmm Al XLPE armoured cable as per IEC 62067,ZH 400kV Al XLPE cable,ZH Al cable,ZH cable
RFP_6223,FRLS 500V 1C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1,500V 1C Cu armoured cable,1C armoured cable,armoured cable
RFP_6224,66kV 1C 300 sqmm Al XLPE armoured cable as per IS 7098-3,66kV 1C armoured cable as per IS 7098-3,66kV 1C cable,1C cable
RFP_6225,FR 66kV 1C 630 sqmm Cu XLPE armoured cable as per IEC 60840,66kV 1C 630 sqmm Cu cable,66kV Cu cable,66kV cable
RFP_6226,LSZH 1.1kV 4C 0.75 sqmm Cu PVC armoured cable as per BS 5308-1,1.1kV 0.75 sqmm Cu armoured cable,Cu armoured cable,Cu cable
RFP_6227,1.1kV 27C 6 sqmm Cu PVC armoured cable as per IEC 60502-1,1.1kV 6 sqmm Cu PVC cable,1.1kV PVC cable,PVC cable
RFP_6228,1.1kV 3C 1 sqmm Cu XLPE armoured cable as per IEC 60502-1,1.1kV 3C Cu XLPE cable,1.1kV Cu cable,Cu cable
RFP_6229,LSZH 110kV 1C 300 sqmm Cu XLPE armoured cable as per IEC 60840,LSZH Cu XLPE armoured cable,Cu XLPE cable,XLPE cable
RFP_6230,ZH 440V 2C 10 sqmm Cu XLPE armoured cable as per IS 9968,440V 2C 10 sqmm cable as per IS 9968,440V cable as per IS 9968,cable as per IS 9968
RFP_6231,Fire Survival 1.1kV 1C 6 sqmm Cu Mineral (MI) armoured cable as per IS 17048,Fire Survival 1.1kV 1C Cu Mineral (MI) cable,1.1kV 1C Mineral (MI) cable,1C Mineral (MI) cable
RFP_6232,FR 1.1kV 10C 2.5 sqmm Cu PVC armoured cable as per BS 5308,FR 2.5 sqmm PVC armoured cable,FR armoured cable,FR cable
RFP_6233,FRLS 110kV 1C 300 sqmm Al XLPE armoured cable as per IEC 60840,300 sqmm Al armoured cable as per IEC 60840,300 sqmm Al cable,Al cable
